"","Gammaproteobacteria","Bacilli","Polyangia","Alphaproteobacteria","Bacteroidia","Actinobacteria","Clostridia","Chloroflexia","Limnochordia","Halanaerobiia","Planctomycetes","Spirochaetia","Verrucomicrobiae","Vicinamibacteria","Myxococcia","Gemmatimonadetes","bacteriap25","Methylomirabilia","Acidobacteriae","Desulfovibrionia","Blastocatellia","Thermoleophilia","Deinococci","Babeliae","Sumerlaeia","BRH-c20a","Longimicrobia","Negativicutes","Hydrogenedentia","Methanobacteria","Phycisphaerae","Coriobacteriia","Nitrososphaeria","JG30-KF-CM66","Nitrospiria","Desulfuromonadia","Anaerolineae","Acidimicrobiia","Bdellovibrionia","Ignavibacteria","Entotheonellia","Methanosarcinia","Thermoanaerobaculia","Subgroup 5","Vampirivibrionia","Fimbriimonadia","Oligoflexia","Desulfitobacteriia","OM190","Cyanobacteriia","Fibrobacteria","Abditibacteria","Subgroup 25","Deferribacteres","Dadabacteriia","OLB14","Dehalococcoidia","Holophagae","Syntrophomonadia","Subgroup 11","Kapabacteria","vadinHA49","MB-A2-108","Chlamydiae","Sericytochromatia","Desulfotomaculia","BD7-11","Incertae Sedis","Thermoanaerobacteria","BD2-11 terrestrial group","Pla4 lineage","Rhodothermia","Ktedonobacteria","Subgroup 18","Leptospirae","KD4-96","AD3","Gracilibacteria","Campylobacteria","Thermoplasmata","Methanocellia","TK10","Latescibacteria","Subgroup 22","Cloacimonadia","Kiritimatiellae","N9D0","Parcubacteria","Symbiobacteriia","MVP-15","Calditrichia","Chthonomonadetes","Gitt-GS-136","S0134 terrestrial group","Moorellia","Saccharimonadia","Lineage IIa","ABY1","Desulfobulbia","Syntrophia","AKAU4049","Endomicrobia","Pla3 lineage","Lentisphaeria","Microgenomatia","Kryptonia","Bathyarchaeia","Berkelbacteria","4-29-1","Chitinivibrionia","Subgroup 20","Elusimicrobia","Nanoarchaeia","WWE3","Brevinematia","Fusobacteriia","Rubrobacteria","Lineage IIb","CPR2","Syntrophobacteria","Methanomicrobia","Omnitrophia","Defferrisomatia","Armatimonadia","Desulfomonilia","V2072-189E03","Thermodesulfovibrionia","P2-11E","AT-s3-28","P9X2b3D02","Micrarchaeia","Rs-M47","Lineage IIc","OC31","SHA-26","028H05-P-BN-P5","Synergistia"
"1-xn-13",0.334369789554324,0.0102143511633846,0.0097336758145194,0.317996785483604,0.071951091283253,0.0119567993030207,0.0837727006444054,0.00226818680245745,0,0,0.0403016237814129,0.00081113965120995,0.0226818680245745,0.0108903008727262,7.51055232601806e-05,0.0027037988373665,0,0,0.00516726000030042,0.0098989079656918,0.000615865290733481,0.00249350337223799,0.0016222793024199,0.000285400988388686,0.00103645622099049,0.00169738482568008,0.00123173058146696,0.00126177279077103,0.00360506511648867,0,0.00521232331425653,0.00202784912802487,0,0.000450633139561083,6.00844186081444e-05,0.010379583314557,0.00289907319784297,0.00372523395370496,0.0036200862211407,0,0,0,0,0,0.00102143511633846,0.0019978069187208,0.00189265918615655,0.00139696273263936,0.000210295465128506,4.50633139561083e-05,0.000690970813993661,0.000495696453517192,0,0.00169738482568008,0.0016222793024199,0.000465654244213119,0.000150211046520361,0,0.00192270139546062,0,0.000660928604689589,4.50633139561083e-05,0,0.000225316569780542,0.00377029726766106,0.000105147732564253,4.50633139561083e-05,0,0.000585823081429408,0.000525738662821264,0,0.000150211046520361,3.00422093040722e-05,0,0,0,0,0.000105147732564253,0,0,0,0,0,0,0,0,4.50633139561083e-05,0.000210295465128506,0,0,0,0,0,0,0,3.00422093040722e-05,0,4.50633139561083e-05,0.000705991918645697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-xn-21",0.231494382022472,0.0200449438202247,0.0245168539325843,0.257191011235955,0.0744606741573034,0.0184494382022472,0.0421011235955056,0.00278651685393258,0.000460674157303371,0,0.0565505617977528,0.000471910112359551,0.0297640449438202,0.0677752808988764,0.00185393258426966,0.00437078651685393,0.0105056179775281,0.0141685393258427,0.00529213483146067,0.00214606741573034,0.0138651685393258,0.0147865168539326,0.000775280898876404,0.00102247191011236,0.000932584269662921,0.00143820224719101,0.000853932584269663,0.000415730337078652,0.00212359550561798,0,0.00450561797752809,0.00124719101123596,0.00482022471910112,0.000415730337078652,0.000887640449438202,0.00159550561797753,0.00679775280898876,0.00757303370786517,0.00323595505617978,0.000730337078651685,0.0113033707865169,0,0.00323595505617978,0.00335955056179775,0.0010561797752809,0.000393258426966292,0.0028876404494382,0.000438202247191011,0.00151685393258427,0.000146067415730337,0.000471910112359551,0.000157303370786517,0.00229213483146067,0.000865168539325843,0.000528089887640449,0.000573033707865169,0.00048314606741573,0.000955056179775281,0.000528089887640449,0.00152808988764045,0.000146067415730337,0.000224719101123595,0.00175280898876405,0.000584269662921348,0.00155056179775281,8.98876404494382e-05,0.000292134831460674,0,0,0.00098876404494382,0.000606741573033708,6.74157303370786e-05,0.00131460674157303,0.000910112359550562,0.000426966292134831,0.000764044943820225,0,0.000191011235955056,0,0,0,0.000337078651685393,0.00147191011235955,0.000966292134831461,0,0,0,0.000865168539325843,0,0,0.000191011235955056,6.74157303370786e-05,0.000258426966292135,0.000224719101123596,0,3.37078651685393e-05,0.000157303370786517,0,0,0,0.000123595505617978,0,0.000157303370786517,0,3.37078651685393e-05,4.49438202247191e-05,0,0,0,0,0,0.000325842696629213,3.37078651685393e-05,0,0,4.49438202247191e-05,0,0,0,0,0,0,4.49438202247191e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-xn-22",0.305302886312417,0.0452632436395232,0.0253468733878194,0.25703928969019,0.167083005240436,0.0128567161747536,0.0508159330962014,0.00175133726139727,0.000583779087132423,0,0.0289174291998154,0.000393711477368378,0.0276548372206685,0.00802356838361074,0.00103179559586196,0.00286459040430096,0,0,0.00663879008390127,0.00229438757500882,0.000597355344972712,0.003054658014065,0.001221863205626,0.000230796383284911,0.000950338048820223,0.000936761790979934,0.00104537185370225,0.000312253930326645,0.00217220125444622,0,0.00389638600016292,0.00147981210459149,4.07287735208667e-05,0.000325830188166934,0,0.00380135219528089,0.00540335062043498,0.00434440250889245,0.00724972168671427,0,0,0,0,0,0.000882456759618779,0.000448016508729534,0.00259306524749518,0.000610931602813001,6.78812892014445e-05,0,0.00187352358195987,0.0003665589616878,0,0.00118113443210513,0.000298677672486356,0.000475169024410112,0,0,0.000352982703847511,0,0.000950338048820223,0.000257948898965489,0,0.000149338836243178,0.00179206603491814,5.43050313611556e-05,0,0,0,0.000352982703847511,0,0.000230796383284911,0,0,0.00145265958891091,0,0,0.000352982703847511,0,0,0,0,0,0,0,0,0.000135762578402889,0.000855304243938201,0,0,0,0,0,0,0,2.71525156805778e-05,0,0,0.0001221863205626,0,0,0,0,2.71525156805778e-05,9.50338048820223e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-xn-23",0.373072520368999,0.0450138037842569,0.0126927479631001,0.235859538078244,0.162379637734833,0.011228200121204,0.0591205979395327,0.00139721230893543,0.00107736852737189,0,0.0222543936435257,0.000791192512288735,0.0223553969429668,0.00425897245976702,0.000168338832401858,0.00218840482122416,0,0,0.00323210558211568,0.00449464682512962,0.000370345431284089,0.00117837182681301,0.000959531344690593,0.000218840482122416,0.000370345431284089,0.00265975355194936,0.000774358629048549,0.000589185913406505,0.001902228806141,0,0.00284492626759141,0.00215473705474379,0,6.73355329607434e-05,0,0.00432630799272776,0.00195273045586156,0.00153188337485691,0.0036866204296007,0,0,0,0,0,6.73355329607434e-05,0.000471348730725204,0.0011952057100532,0.00069018921284762,0,0.000235674365362602,0.00249141471954751,0.000454514847485018,5.05016497205575e-05,0.00200323210558212,0.000252508248602788,0,0.000134671065921487,0.000134671065921487,0.000622853679886876,0,0.000269342131842974,8.41694162009292e-05,0,0.000336677664803717,0.000387179314524274,0,0,0,0.000723856979327991,0.000151504949161673,0,0,0,0,0.000168338832401858,0,0,5.05016497205575e-05,0,0,0,0,0,0,0,0,0.000168338832401858,0.000134671065921487,0,0,0,0,0,0,0,3.36677664803717e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-xn-32",0.314748489870102,0.0120543112203988,0.0178943710910354,0.328807398300102,0.0748516598064896,0.0122547709413589,0.0986529106751483,0.00129630619554178,0.0012695782327471,0,0.0349735393168333,0.00138985406532314,0.0222777569893623,0.00665526273587427,0.000387555460522799,0.00547923237290854,0,0,0.00590687977762335,0.00633452718233816,0.00124285026995242,0.00360827497728123,0.000547923237290854,0.000400919441920137,0.000708291014058908,0.00140321804672048,0.00112257443737638,0.00220505693056075,0.00236542470732881,2.67279627946758e-05,0.00371518682845993,0.00208478109798471,6.68199069866895e-05,0.000334099534933447,9.35478697813653e-05,0.00479766932164431,0.00347463516330785,0.002926711926017,0.00481103330304164,0,0,0,0,0,0.00164376971187256,0.00156358582348853,0.00180413748864062,0.000801838883840274,8.01838883840274e-05,0.000280643609344096,0.000895386753621639,0.000227187683754744,0,0.00160367776768055,0.000400919441920137,0.000454375367509488,0.000454375367509488,0,0.000721654995456246,0,0.000347463516330785,5.34559255893516e-05,0,0.000735018976853584,0.000427647404714813,9.35478697813653e-05,5.34559255893516e-05,0,0.00224514887475277,0.000147003795370717,0,0.000387555460522799,0,0,0.00050783129309884,0,0,0.000213823702357406,0,0,0,0,0,0,0,0,0,0.000307371572138772,0,0,0,0,0,0,0,0,0,0,8.01838883840274e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00919441920137e-05,0,0,0,0,0,0,0,0
"1-xn-33",0.298071683719804,0.0107465036023491,0.0232185021493007,0.335911485136526,0.0862898831506932,0.00708361082521039,0.0795998062602167,0.00130168916873524,0.00066598050493431,0,0.0373100441968881,0.00093842707513471,0.0308167342737785,0.00862747472301265,0.0002724465702004,0.00643276624084277,0,7.56796028334443e-05,0.00709874674577708,0.00464672761397348,0.00171035902403584,0.00201307743536962,0.000893019313434643,0.000499485378700733,0.000862747472301265,0.000983834836834776,0.00166495126233578,0.00187685415026942,0.00220984440273657,0,0.0042077859175395,0.00168008718290246,0.0001362232851002,0.000484349458134044,0.000363262093600533,0.00552461100684144,0.00513107707210753,0.0019071259914028,0.00649330992310952,0,0,0,0,0,0.00107465036023491,0.00295150451050433,0.0021795725616032,0.001362232851002,0.000408669855300599,6.05436822667555e-05,0.00134709693043531,0.000287582490767088,0,0.00146818429496882,0.000438941696433977,0.000877883392867954,0.000166495126233578,0,0.000393533934733911,0,0.000438941696433977,9.08155234001332e-05,0,0.000196766967366955,0.000787067869467821,4.54077617000666e-05,0.0002724465702004,0,0.00225525216443664,0.000363262093600533,0,0.000378398014167222,0,0,0.000650844584367621,0,0,0.000499485378700733,0,0,0,0,0,0,0,0,0,0.000484349458134044,0,0,0,0,0,0,0,0,0,0,0.000151359205666889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-xx-11",0.334954311046775,0.0187392563105039,0.0206618112729576,0.269225549624536,0.134024699176694,0.0226748394101149,0.0675608432099882,0.00109698724328237,0.00262372206640731,0,0.0252985614765222,0.0198927892879761,0.0222677101239483,0.00297430561838415,0.000554148195060165,0.00433140323893965,0,0,0.00429747579842577,0.00429747579842577,0.000192255496245363,0.00228444766126843,0.000418438433004614,0.000305346964624989,0.000418438433004614,0.000520220754546277,4.52365873518502e-05,0.00122138785849995,0.00133447932687958,0.0011761512711481,0.00187731837510178,0.00197910069664345,3.39274405138876e-05,9.04731747037004e-05,0,0.00332488917036099,0.00130055188636569,0.00510042522392111,0.00789378449289786,0.000384510992490727,0,0,0,0,0.00262372206640731,0.00127793359268977,0.00343798063874061,0.000101782321541663,0.000124400615217588,0.000113091468379625,0.000452365873518502,0.000282728670949064,0,0.000429747579842577,0,0.000203564643083326,0,0.000282728670949064,6.78548810277753e-05,0,0.00156066226363883,3.39274405138876e-05,0,0.000542839048222202,0.000395820139328689,0,0.000113091468379625,0,0,6.78548810277753e-05,0,0,0,0,0.000294037817787026,0,0,9.04731747037004e-05,0.000384510992490727,0.000101782321541663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26182936759251e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-xx-12",0.342552691373502,0.0193136409934968,0.014325263130403,0.263783332027475,0.136436052129855,0.0180600172373266,0.0678785029642978,0.000574577554911332,0.0040481600459662,0,0.0261563373292591,0.0233356838778762,0.0219775914753585,0.00349969965264175,0.000339523100629424,0.00344746532946799,0,0,0.00396980856120557,0.00463579618167098,0.000770456266812923,0.00206325576536342,0.000274230196662227,3.91757423803181e-05,0.00061375329729165,0.000378698843009742,0.000143644388727833,0.00174984982632088,0.00144950246807177,0.00185431847266839,0.00240277886599284,0.00210243150774374,0,0.000130585807934394,0,0.00304264932487137,0.00163232259917992,0.00306876648645825,0.00921935804016819,0.000587636135704772,0,0.000169761550314712,0,0,0.00296429784011074,0.000848807751573559,0.0028859463553501,0.000169761550314712,9.14100655540756e-05,0.000274230196662227,0.000718221943639165,0.000365640262216302,0,0.00020893729269503,7.83514847606362e-05,0.000104468646347515,0,0.000470108908563817,0.000261171615868787,0,0.00168455692235368,7.83514847606362e-05,0,0.000143644388727833,0.000457050327770378,0,2.61171615868787e-05,0,0,9.14100655540756e-05,0,0,3.91757423803181e-05,0,0.000130585807934394,0,0,0.000169761550314712,0.000221995873488469,0.000195878711901591,0,0,0,0,0,0,0,3.91757423803181e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.22343231737575e-05,2.61171615868787e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-xx-13",0.288970560471234,0.0156952083674214,0.0428062579451486,0.269172194182578,0.12637978124882,0.0201256120124353,0.0696026481730878,0.00254244754628639,0.0038262576934211,0,0.0357956476318737,0.0172307459943865,0.0350782243143573,0.00607921863790261,0.000893632553397692,0.00445557639299694,0,0,0.00468213112484424,0.00470730387282728,0.00110760091125348,0.00162364224490566,0.000188795609872752,0.000969150797346792,0.000490868585669155,0.000578973203609772,0.000213968357855785,0.00129639652112623,0.0016488149928887,0.00110760091125348,0.0021774427005324,0.00143484663503291,0,0.000100690991932134,0,0.00226554731847302,0.00376332582346352,0.0039772941813193,0.00874752992410417,0,0,6.29318699575839e-05,0.000289486601804886,0,0.00279417502611673,0.00186278335074448,0.00265572491221004,0.000365004845753987,0.000767768813482524,0.000490868585669155,0.00122087827717713,0.00031465934978792,0,0.000339832097770953,0,0.000251727479830336,0,0.00181243785477842,8.81046179406175e-05,0,0.0017998514807869,8.81046179406175e-05,0,0.000453109463694604,0.000478282211677638,5.03454959660671e-05,3.77591219745503e-05,8.81046179406175e-05,0,0.000125863739915168,0,0,0,0,0.00112018728524499,0,0,0.00039017759373702,0.000465695837686121,0.000125863739915168,0,0,0,0,0,0,0,8.81046179406175e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51727479830336e-05,0,0,0,0,0,7.55182439491007e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-xx-21",0.332767113979956,0.00801457757462514,0.017666043825378,0.324412804793304,0.103957873280109,0.0242753679138935,0.0698920580014516,0.000849329030066248,0.001358926448106,0,0.0278271074941705,0.0078910388066155,0.0311008848464259,0.00387602884630233,0.000416943342032522,0.00149790756211684,0,0,0.00390691353830474,0.00210015905616381,0.000864771376067452,0.00183763917414334,0.000277962228021681,0.00118906064209275,0.000339731612026499,0.000849329030066248,0.000108096422008432,0.001358926448106,0.00129715706410118,0.000664020878051794,0.0034282008122674,0.00216192844016863,3.0884692002409e-05,0,0,0.00313479623824451,0.000880213722068657,0.00370616304028908,0.00487978133638062,0,0,0,0,0,0.00180675448214093,0.00148246521611563,0.000664020878051794,0.000324289266025295,0.000154423460012045,0,0.00219281313217104,0.000154423460012045,0,0.000463270380036135,0,0.000277962228021681,0,0.000370616304028908,0,0,0.000432385688033726,7.72117300060225e-05,0,0.000277962228021681,0.000324289266025295,0,0,0,0,7.72117300060225e-05,0,7.72117300060225e-05,0,0,0,0,0,0.000185308152014454,0.000138981114010841,0,0,0,0,0,6.1769384004818e-05,3.0884692002409e-05,0,4.63270380036135e-05,0,0,0,0,0,0,0,3.0884692002409e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-xx-22",0.276386157719663,0.00573392387848492,0.0141877860070204,0.369911602006873,0.0677227868340286,0.0371418594821091,0.123371253193171,0.00196644184294194,0.00154374873651517,0,0.0226967820190028,0.00498042747137633,0.0215941043500634,0.00389612776358591,0.000165401650340911,0.00143348096962123,9.18898057449507e-05,0,0.00281182805579549,0.00351019057945711,0.000165401650340911,0.00231562310477276,0.000110267766893941,0.000312425339532832,0.000716740484810615,0.00202157572638891,0.000275669417234852,0.00330803300681822,0.00117618951353537,0.00106592174664143,0.00211346553213386,0.00233400106592175,0,0.000238913494936872,0,0.00198481980409093,0.00233400106592175,0.00589932552882583,0.00319776523992428,0,0,0,0,0,0.0013048352415783,0.00121294543583335,0.000679984562512635,0.000367559222979803,0.000459449028724753,7.35118445959605e-05,0.00183779611489901,0.000147023689191921,0,0.000183779611489901,0.000202157572638891,0.000551338834469704,0,0.000404315145277783,0.000128645728042931,0,0.000349181261830812,0.000128645728042931,0,0.000294047378383842,0.000477826989873743,0.000147023689191921,5.51338834469704e-05,0,0,0,0,0,0,0,0,0,0,7.35118445959605e-05,0,0.000294047378383842,0,0,0,0,0,7.35118445959605e-05,0,0,0,0,0,0,0,0,0.000385937184128793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-xx-23",0.276616739196438,0.00566744256654185,0.0176728063961138,0.340274263738488,0.0655298046756401,0.0346877846371825,0.148618560874405,0.00187228013358972,0.000455419491954256,0,0.0220878453597814,0.00481985628984921,0.0260474648314948,0.0030867321121344,0.000341564618965692,0.0014927638902945,0,0,0.00285902236615727,0.004149377593361,0.000151806497318085,0.00287167290760045,0.000164457038761259,0.000442768950511082,0.000404817326181561,0.00087288735957899,0.000278311911749823,0.00493371116283777,0.0014927638902945,0.000227709745977128,0.00250480720574841,0.00312468373646392,0,0.000151806497318085,5.06021657726951e-05,0.00185962959214654,0.00180902742637385,0.00640117397024593,0.00504756603582633,0,0,0,0,0,0.0010120433154539,0.00160661876328307,0.000619876530715515,0.00010120433154539,0.000177107580204433,0.000113854872988564,0.00266926424450966,8.85537901022164e-05,0,0.000278311911749823,0,0.000189758121647607,3.79516243295213e-05,0.0007716830280336,3.79516243295213e-05,0,0.000240360287420302,0.000240360287420302,0,0.000442768950511082,0.000278311911749823,0,0,0,0,7.59032486590426e-05,0,8.85537901022164e-05,2.53010828863475e-05,0,0,0,0,6.32527072158688e-05,0,0,0,0,0,0,0,0,0,6.32527072158688e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-xx-31",0.244990538403712,0.0149182155170179,0.0485263239754258,0.31921870544625,0.0919200559919123,0.0410736967623195,0.0937864530678902,0.00568991886357156,0.00041475490577287,0,0.0258055317935557,0.00798403193612774,0.0309640459341058,0.00386240506000985,0.00150348653342665,0.00252741270705343,6.48054540270109e-05,5.18443632216087e-05,0.00273479015993986,0.00497705886927444,0.000246260725302641,0.00206081343805895,6.48054540270109e-05,0.000985042901210566,0.000907276356378153,0.00121834253570781,0.000285143997718848,0.0035642999714856,0.000881354174767348,0.00181455271275631,0.00212561889208596,0.00305881743007492,9.07276356378153e-05,5.18443632216087e-05,6.48054540270109e-05,0.00124426471731861,0.00229411307255619,0.00574176322679317,0.00731005521424683,0.000259221816108044,0,0,0.00489929232444202,0,0.000764704357518729,0.000661015631075511,0.00366798869792882,0.000129610908054022,0.00102392617362677,0.000324027270135055,0.00333100033698836,0.000220338543691837,0,0,7.77665448324131e-05,0.000220338543691837,0.000142571998859424,0.0012053814449024,0,0,0.000557326904632294,0.000103688726443217,0,0.00011664981724862,3.88832724162065e-05,0,0.00011664981724862,0.000272182906913446,0,5.18443632216087e-05,0,6.48054540270109e-05,2.59221816108044e-05,0,0.000233299634497239,0,0,0.000233299634497239,3.88832724162065e-05,0.000388832724162065,0,0,0,0,0.00127018689892941,0,0,0,0,3.88832724162065e-05,0,0,0,0,0,0.00011664981724862,0,5.18443632216087e-05,0,0,0,0,0,0.000168494180470228,0,0,0,0.000142571998859424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-xx-32",0.254703132846603,0.0089620272723761,0.0436319388109862,0.303047861861166,0.0954919457642832,0.0355777030942172,0.0823193108510063,0.00173832425541778,0.0018542125391123,0,0.0335882875574613,0.0140997411828331,0.0463166840499092,0.00403677521535906,0.00146791826013057,0.000888476841657975,0,0,0.00303241009000657,0.00365048093637733,0.000637385560319852,0.00237570981573763,0.000154517711592691,0.000714644416116197,0.00108162398114884,0.00179626839726504,0.00119751226484336,0.00334144551319195,0.000888476841657975,0.00208598910650133,0.0024143392436358,0.00274268938077027,5.79441418472592e-05,0,0,0.00100436512535249,0.00432649592459536,0.00558195233128597,0.012960173059837,0.000521497276625333,0,0,0.00112025340904701,0,0.000656700274268938,0.000463553134778074,0.00214393324834859,0.00027040599528721,0.000598756132421679,0.000366979565032642,0.00390157221771546,7.72588557963457e-05,0,3.86294278981728e-05,0,0.000309035423185383,0,0.00164175068567235,0.000502182562676247,0,0.000676014988218025,5.79441418472592e-05,0,0.000289720709236296,9.65735697454321e-05,0,0.000115888283694518,0.000676014988218025,0,0,0,0,0,0,0.000231776567389037,0,0,0.000811217985861629,0,0.000154517711592691,0,0,0,0,0.0022791362459922,5.79441418472592e-05,0,3.86294278981728e-05,0,0.000115888283694518,0,0,0,0,0,0.000212461853439951,0,0.000386294278981728,0,0,0,0,0,0.000115888283694518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-xx-33",0.236952222792776,0.0114499229752319,0.0274885555397743,0.312021326574091,0.102415627833801,0.0356389778103115,0.104709982628457,0.00192288782790154,0.000546274951108392,0,0.034174960941341,0.017513574932535,0.0353112128396465,0.00396595614504693,0.00167160135039168,0.00151864436408133,8.74039921773427e-05,0,0.00299358673207399,0.00331042620371686,0.00040424346382021,0.00219602530345574,7.64784931551749e-05,0.000666455440352238,0.00114717739732762,0.00198844082203455,0.00138753837581532,0.00415168962842378,0.00110347540123895,0.00512405904139672,0.00332135170273902,0.00340875569491637,0,8.74039921773427e-05,7.64784931551749e-05,0.00137661287679315,0.00225065279856657,0.00558293000032776,0.00933037616493133,0.00113625189830546,2.18509980443357e-05,0.000393317964798042,0.00101607140906161,0,0.00208677031323406,0.000688306438396574,0.00210862131127839,6.5552994133007e-05,0.000732008434485245,0.000415168962842378,0.00403150913917993,0.000240360978487692,0,0,0,0.000207584481421189,0,0.0012564323875493,0.000579051448174895,0,0.000633678943285735,0.00015295698631035,0,0.000327764970665035,5.46274951108392e-05,0,0.00025128647750986,0.000218509980443357,0,7.64784931551749e-05,0,8.74039921773427e-05,2.18509980443357e-05,0,0.000349615968709371,0,0,0.000480721956975385,0,0.000207584481421189,0,0,0,0,0.00090681641883993,0.000327764970665035,0,6.5552994133007e-05,0,8.74039921773427e-05,0,0,0,0,0,4.37019960886714e-05,0,6.5552994133007e-05,0,0,0,6.5552994133007e-05,0,9.83294911995105e-05,2.18509980443357e-05,0,0,0,0,5.46274951108392e-05,0,0,0,0,4.37019960886714e-05,5.46274951108392e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-b-1",0.532458467122714,0.0122574340360184,0.000321094513472009,0.0736562892642747,0.335124947647634,0.0411419796174787,0,0.000139606310205221,0,0,0.000376937037554097,0,0.00226162222532458,0,0.000209409465307832,2.79212620410443e-05,0,0,0,0,6.98031551026106e-05,5.58425240820885e-05,8.37637861231328e-05,0,8.37637861231328e-05,0,0,0,0,0,0,0,4.18818930615664e-05,0,0,6.98031551026106e-05,8.37637861231328e-05,8.37637861231328e-05,0.00101912606449812,0,6.98031551026106e-05,0,0,0,4.18818930615664e-05,0,0,0,0,6.98031551026106e-05,0,2.79212620410443e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.37637861231328e-05,0,0,0,0,2.79212620410443e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.98031551026106e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-b-2",0.441951028682184,0.0130163415544926,0.000142255098956203,0.104130732435941,0.367747212689155,0.0630012269502285,0.000124473211586678,0.000195600761064779,0,0,0.00042676529686861,0,0.00453438127922898,8.8909436847627e-05,0.000266728310542881,0,0,0.000106691324217152,3.55637747390508e-05,0,8.8909436847627e-05,0,0.000106691324217152,0,0.000355637747390508,0,0,0,0,0,3.55637747390508e-05,0,0.000177818873695254,3.55637747390508e-05,0,7.11275494781016e-05,0,0,0.00293401141597169,0,0,0,0,0,0,0,0,0,0,5.33456621085762e-05,0,3.55637747390508e-05,0,0,0,0,0,0,0,0,0,0,0.000106691324217152,0.000142255098956203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55637747390508e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33456621085762e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-bx-1",0.438395480740758,0.062344821302476,0.00189061752579668,0.141204072800164,0.24106512380128,0.0975831985603973,0.000250563768479078,0.00127559736680258,0,0,0.00211840276986857,0,0.00435069816177308,0.000341677866107834,0.00109336917154507,0.00100225507391631,0,0.000136671146443133,9.11140976287556e-05,0,0,0.000136671146443133,0.0012300403179882,0.000136671146443133,0.00141226851324571,0,0,0,6.83355732215667e-05,0,0.000250563768479078,0,0,0,0,6.83355732215667e-05,0.00127559736680258,0.000364456390515022,0.00125281884239539,0,0,0,0,0,0,0,6.83355732215667e-05,0,0,0,0.000113892622035945,0,0,0,0,0,0,0,0,0,0,0,0,0.000113892622035945,0,0,0,0,0,6.83355732215667e-05,0,0,0,0,0,0,0,0,0.000113892622035945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
